Earliest Specimen Date,Nation,Pillar,Daily number of positive cases (new methodology),Cumulative number of positive cases (new methodology)
30/05/2020,Scotland,Pillar 1,25,15436
30/05/2020,Wales,Pillar 1,53,14171
30/05/2020,UK,Pillar 1,434,187616
30/05/2020,England,Pillar 2,650,64634
30/05/2020,Northern Ireland,Pillar 2,4,732
30/05/2020,Scotland,Pillar 2,16,2219
30/05/2020,Wales,Pillar 2,17,400
30/05/2020,UK,Pillar 2,687,67985
31/05/2020,England,Pillar 1,310,153580
31/05/2020,Northern Ireland,Pillar 1,10,4749
31/05/2020,Scotland,Pillar 1,15,15451
31/05/2020,Wales,Pillar 1,35,14206
31/05/2020,UK,Pillar 1,370,187986
31/05/2020,England,Pillar 2,675,65309
31/05/2020,Northern Ireland,Pillar 2,17,749
31/05/2020,Scotland,Pillar 2,7,2226
31/05/2020,Wales,Pillar 2,11,411
31/05/2020,UK,Pillar 2,710,68695
01/06/2020,England,Pillar 1,452,154032
01/06/2020,Northern Ireland,Pillar 1,9,4758
01/06/2020,Scotland,Pillar 1,25,15476
01/06/2020,Wales,Pillar 1,63,14269
01/06/2020,UK,Pillar 1,549,188535
01/06/2020,England,Pillar 2,861,66170
01/06/2020,Northern Ireland,Pillar 2,9,758
01/06/2020,Scotland,Pillar 2,13,2239
01/06/2020,Wales,Pillar 2,1,412
01/06/2020,UK,Pillar 2,884,69579
02/06/2020,England,Pillar 1,481,154513
02/06/2020,Northern Ireland,Pillar 1,9,4767
02/06/2020,Scotland,Pillar 1,33,15509
02/06/2020,Wales,Pillar 1,61,14330
02/06/2020,UK,Pillar 1,584,189119
02/06/2020,England,Pillar 2,866,67036
02/06/2020,Northern Ireland,Pillar 2,1,759
02/06/2020,Scotland,Pillar 2,12,2251
02/06/2020,Wales,Pillar 2,12,424
02/06/2020,UK,Pillar 2,891,70470
03/06/2020,England,Pillar 1,437,154950
03/06/2020,Northern Ireland,Pillar 1,5,4772
03/06/2020,Scotland,Pillar 1,16,15525
03/06/2020,Wales,Pillar 1,63,14393
03/06/2020,UK,Pillar 1,521,189640
03/06/2020,England,Pillar 2,795,67831
03/06/2020,Northern Ireland,Pillar 2,6,765
03/06/2020,Scotland,Pillar 2,19,2270
03/06/2020,Wales,Pillar 2,12,436
03/06/2020,UK,Pillar 2,832,71302
04/06/2020,England,Pillar 1,313,155263
04/06/2020,Northern Ireland,Pillar 1,4,4776
04/06/2020,Scotland,Pillar 1,30,15555
04/06/2020,Wales,Pillar 1,51,14444
04/06/2020,UK,Pillar 1,398,190038
04/06/2020,England,Pillar 2,825,68656
04/06/2020,Northern Ireland,Pillar 2,4,769
04/06/2020,Scotland,Pillar 2,5,2275
04/06/2020,Wales,Pillar 2,9,445
04/06/2020,UK,Pillar 2,843,72145
05/06/2020,England,Pillar 1,320,155583
05/06/2020,Northern Ireland,Pillar 1,19,4795
05/06/2020,Scotland,Pillar 1,18,15573
05/06/2020,Wales,Pillar 1,44,14488
05/06/2020,UK,Pillar 1,401,190439
05/06/2020,England,Pillar 2,694,69350
05/06/2020,Northern Ireland,Pillar 2,4,773
05/06/2020,Scotland,Pillar 2,6,2281
05/06/2020,Wales,Pillar 2,11,456
05/06/2020,UK,Pillar 2,715,72860
06/06/2020,England,Pillar 1,208,155791
06/06/2020,Northern Ireland,Pillar 1,4,4799
06/06/2020,Scotland,Pillar 1,15,15588
06/06/2020,Wales,Pillar 1,42,14530
06/06/2020,UK,Pillar 1,269,190708
06/06/2020,England,Pillar 2,508,69858
06/06/2020,Northern Ireland,Pillar 2,4,777
06/06/2020,Scotland,Pillar 2,7,2288
06/06/2020,Wales,Pillar 2,11,467
06/06/2020,UK,Pillar 2,530,73390
07/06/2020,England,Pillar 1,202,155993
07/06/2020,Northern Ireland,Pillar 1,0,4799
07/06/2020,Scotland,Pillar 1,8,15596
07/06/2020,Wales,Pillar 1,27,14557
07/06/2020,UK,Pillar 1,237,190945
07/06/2020,England,Pillar 2,462,70320
07/06/2020,Northern Ireland,Pillar 2,3,780
07/06/2020,Scotland,Pillar 2,9,2297
07/06/2020,Wales,Pillar 2,7,474
07/06/2020,UK,Pillar 2,481,73871
08/06/2020,England,Pillar 1,299,156292
08/06/2020,Northern Ireland,Pillar 1,11,4810
08/06/2020,Scotland,Pillar 1,8,15604
08/06/2020,Wales,Pillar 1,65,14622
08/06/2020,UK,Pillar 1,383,191328
08/06/2020,England,Pillar 2,692,71012
08/06/2020,Northern Ireland,Pillar 2,5,785
08/06/2020,Scotland,Pillar 2,10,2307
08/06/2020,Wales,Pillar 2,9,483
08/06/2020,UK,Pillar 2,716,74587
09/06/2020,England,Pillar 1,306,156598
09/06/2020,Northern Ireland,Pillar 1,8,4818
09/06/2020,Scotland,Pillar 1,18,15622
09/06/2020,Wales,Pillar 1,53,14675
09/06/2020,UK,Pillar 1,385,191713
09/06/2020,England,Pillar 2,750,71762
09/06/2020,Northern Ireland,Pillar 2,2,787
09/06/2020,Scotland,Pillar 2,9,2316
09/06/2020,Wales,Pillar 2,9,492
09/06/2020,UK,Pillar 2,770,75357
10/06/2020,England,Pillar 1,366,156964
10/06/2020,Northern Ireland,Pillar 1,13,4831
10/06/2020,Scotland,Pillar 1,24,15646
10/06/2020,Wales,Pillar 1,52,14727
10/06/2020,UK,Pillar 1,455,192168
10/06/2020,England,Pillar 2,723,72485
10/06/2020,Northern Ireland,Pillar 2,1,788
10/06/2020,Scotland,Pillar 2,5,2321
10/06/2020,Wales,Pillar 2,16,508
10/06/2020,UK,Pillar 2,745,76102
11/06/2020,England,Pillar 1,276,157240
11/06/2020,Northern Ireland,Pillar 1,6,4837
11/06/2020,Scotland,Pillar 1,17,15663
11/06/2020,Wales,Pillar 1,46,14773
11/06/2020,UK,Pillar 1,345,192513
11/06/2020,England,Pillar 2,645,73130
11/06/2020,Northern Ireland,Pillar 2,2,790
11/06/2020,Scotland,Pillar 2,4,2325
11/06/2020,Wales,Pillar 2,20,528
11/06/2020,UK,Pillar 2,671,76773
12/06/2020,England,Pillar 1,266,157506
12/06/2020,Northern Ireland,Pillar 1,4,4841
12/06/2020,Scotland,Pillar 1,21,15684
12/06/2020,Wales,Pillar 1,57,14830
12/06/2020,UK,Pillar 1,348,192861
12/06/2020,England,Pillar 2,671,73801
12/06/2020,Northern Ireland,Pillar 2,6,796
12/06/2020,Scotland,Pillar 2,9,2334
12/06/2020,Wales,Pillar 2,18,546
12/06/2020,UK,Pillar 2,704,77477
13/06/2020,England,Pillar 1,258,157764
13/06/2020,Northern Ireland,Pillar 1,8,4849
13/06/2020,Scotland,Pillar 1,17,15701
13/06/2020,Wales,Pillar 1,54,14884
13/06/2020,UK,Pillar 1,337,193198
13/06/2020,England,Pillar 2,529,74330
13/06/2020,Northern Ireland,Pillar 2,4,800
13/06/2020,Scotland,Pillar 2,6,2340
13/06/2020,Wales,Pillar 2,16,562
13/06/2020,UK,Pillar 2,555,78032
14/06/2020,England,Pillar 1,209,157973
14/06/2020,Northern Ireland,Pillar 1,1,4850
14/06/2020,Scotland,Pillar 1,6,15707
14/06/2020,Wales,Pillar 1,37,14921
14/06/2020,UK,Pillar 1,253,193451
14/06/2020,England,Pillar 2,538,74868
14/06/2020,Northern Ireland,Pillar 2,6,806
14/06/2020,Scotland,Pillar 2,7,2347
14/06/2020,Wales,Pillar 2,17,579
14/06/2020,UK,Pillar 2,568,78600
15/06/2020,England,Pillar 1,280,158253
15/06/2020,Northern Ireland,Pillar 1,4,4854
15/06/2020,Scotland,Pillar 1,15,15722
15/06/2020,Wales,Pillar 1,48,14969
15/06/2020,UK,Pillar 1,347,193798
15/06/2020,England,Pillar 2,658,75526
15/06/2020,Northern Ireland,Pillar 2,10,816
15/06/2020,Scotland,Pillar 2,6,2353
15/06/2020,Wales,Pillar 2,18,597
15/06/2020,UK,Pillar 2,692,79292
16/06/2020,England,Pillar 1,307,158560
16/06/2020,Northern Ireland,Pillar 1,6,4860
16/06/2020,Scotland,Pillar 1,10,15732
16/06/2020,Wales,Pillar 1,58,15027
16/06/2020,UK,Pillar 1,381,194179
16/06/2020,England,Pillar 2,685,76211
16/06/2020,Northern Ireland,Pillar 2,3,819
16/06/2020,Scotland,Pillar 2,7,2360
16/06/2020,Wales,Pillar 2,24,621
16/06/2020,UK,Pillar 2,719,80011
17/06/2020,England,Pillar 1,286,158846
17/06/2020,Northern Ireland,Pillar 1,2,4862
17/06/2020,Scotland,Pillar 1,22,15754
17/06/2020,Wales,Pillar 1,42,15069
17/06/2020,UK,Pillar 1,352,194531
17/06/2020,England,Pillar 2,625,76836
17/06/2020,Northern Ireland,Pillar 2,4,823
17/06/2020,Scotland,Pillar 2,11,2371
17/06/2020,Wales,Pillar 2,24,645
17/06/2020,UK,Pillar 2,664,80675
18/06/2020,England,Pillar 1,245,159091
18/06/2020,Northern Ireland,Pillar 1,0,4862
18/06/2020,Scotland,Pillar 1,9,15763
18/06/2020,Wales,Pillar 1,51,15120
18/06/2020,UK,Pillar 1,305,194836
18/06/2020,England,Pillar 2,701,77537
18/06/2020,Northern Ireland,Pillar 2,8,831
18/06/2020,Scotland,Pillar 2,5,2376
18/06/2020,Wales,Pillar 2,11,656
18/06/2020,UK,Pillar 2,725,81400
19/06/2020,England,Pillar 1,225,159316
19/06/2020,Northern Ireland,Pillar 1,5,4867
19/06/2020,Scotland,Pillar 1,15,15778
19/06/2020,Wales,Pillar 1,120,15240
19/06/2020,UK,Pillar 1,365,195201
19/06/2020,England,Pillar 2,585,78122
19/06/2020,Northern Ireland,Pillar 2,7,838
19/06/2020,Scotland,Pillar 2,8,2384
19/06/2020,Wales,Pillar 2,20,676
19/06/2020,UK,Pillar 2,620,82020
20/06/2020,England,Pillar 1,155,159471
20/06/2020,Northern Ireland,Pillar 1,0,4867
20/06/2020,Scotland,Pillar 1,3,15781
20/06/2020,Wales,Pillar 1,27,15267
20/06/2020,UK,Pillar 1,185,195386
20/06/2020,England,Pillar 2,474,78596
20/06/2020,Northern Ireland,Pillar 2,4,842
20/06/2020,Scotland,Pillar 2,3,2387
20/06/2020,Wales,Pillar 2,20,696
20/06/2020,UK,Pillar 2,501,82521
21/06/2020,England,Pillar 1,121,159592
21/06/2020,Northern Ireland,Pillar 1,1,4868
21/06/2020,Scotland,Pillar 1,7,15788
21/06/2020,Wales,Pillar 1,53,15320
21/06/2020,UK,Pillar 1,182,195568
21/06/2020,England,Pillar 2,429,79025
21/06/2020,Northern Ireland,Pillar 2,0,842
21/06/2020,Scotland,Pillar 2,2,2389
21/06/2020,Wales,Pillar 2,23,719
21/06/2020,UK,Pillar 2,454,82975
22/06/2020,England,Pillar 1,204,159796
22/06/2020,Northern Ireland,Pillar 1,0,4868
22/06/2020,Scotland,Pillar 1,10,15798
22/06/2020,Wales,Pillar 1,48,15368
22/06/2020,UK,Pillar 1,262,195830
22/06/2020,England,Pillar 2,611,79636
22/06/2020,Northern Ireland,Pillar 2,2,844
22/06/2020,Scotland,Pillar 2,2,2391
22/06/2020,Wales,Pillar 2,18,737
22/06/2020,UK,Pillar 2,633,83608
23/06/2020,England,Pillar 1,223,160019
23/06/2020,Northern Ireland,Pillar 1,3,4871
23/06/2020,Scotland,Pillar 1,8,15806
23/06/2020,Wales,Pillar 1,120,15488
23/06/2020,UK,Pillar 1,354,196184
23/06/2020,England,Pillar 2,508,80144
23/06/2020,Northern Ireland,Pillar 2,3,847
23/06/2020,Scotland,Pillar 2,11,2402
23/06/2020,Wales,Pillar 2,11,748
23/06/2020,UK,Pillar 2,533,84141
24/06/2020,England,Pillar 1,179,160198
24/06/2020,Northern Ireland,Pillar 1,0,4871
24/06/2020,Scotland,Pillar 1,3,15809
24/06/2020,Wales,Pillar 1,32,15520
24/06/2020,UK,Pillar 1,214,196398
24/06/2020,England,Pillar 2,550,80694
24/06/2020,Northern Ireland,Pillar 2,1,848
24/06/2020,Scotland,Pillar 2,5,2407
24/06/2020,Wales,Pillar 2,5,753
24/06/2020,UK,Pillar 2,561,84702
25/06/2020,England,Pillar 1,172,160370
25/06/2020,Northern Ireland,Pillar 1,3,4874
25/06/2020,Scotland,Pillar 1,8,15817
25/06/2020,Wales,Pillar 1,48,15568
25/06/2020,UK,Pillar 1,231,196629
25/06/2020,England,Pillar 2,463,81157
25/06/2020,Northern Ireland,Pillar 2,1,849
25/06/2020,Scotland,Pillar 2,11,2418
25/06/2020,Wales,Pillar 2,12,765
25/06/2020,UK,Pillar 2,487,85189
26/06/2020,England,Pillar 1,174,160544
26/06/2020,Northern Ireland,Pillar 1,1,4875
26/06/2020,Scotland,Pillar 1,2,15819
26/06/2020,Wales,Pillar 1,9,15577
26/06/2020,UK,Pillar 1,186,196815
26/06/2020,England,Pillar 2,468,81625
26/06/2020,Northern Ireland,Pillar 2,0,849
26/06/2020,Scotland,Pillar 2,4,2422
26/06/2020,Wales,Pillar 2,10,775
26/06/2020,UK,Pillar 2,482,85671
27/06/2020,England,Pillar 1,119,160663
27/06/2020,Northern Ireland,Pillar 1,0,4875
27/06/2020,Scotland,Pillar 1,2,15821
27/06/2020,Wales,Pillar 1,133,15710
27/06/2020,UK,Pillar 1,254,197069
27/06/2020,England,Pillar 2,382,82007
27/06/2020,Northern Ireland,Pillar 2,3,852
27/06/2020,Scotland,Pillar 2,2,2424
27/06/2020,Wales,Pillar 2,7,782
27/06/2020,UK,Pillar 2,394,86065
28/06/2020,England,Pillar 1,89,160752
28/06/2020,Northern Ireland,Pillar 1,2,4877
28/06/2020,Scotland,Pillar 1,1,15822
28/06/2020,Wales,Pillar 1,17,15727
28/06/2020,UK,Pillar 1,109,197178
28/06/2020,England,Pillar 2,320,82327
28/06/2020,Northern Ireland,Pillar 2,3,855
28/06/2020,Scotland,Pillar 2,2,2426
28/06/2020,Wales,Pillar 2,11,793
28/06/2020,UK,Pillar 2,336,86401
29/06/2020,England,Pillar 1,161,160913
29/06/2020,Northern Ireland,Pillar 1,0,4877
29/06/2020,Scotland,Pillar 1,8,15830
29/06/2020,Wales,Pillar 1,26,15753
29/06/2020,UK,Pillar 1,195,197373
29/06/2020,England,Pillar 2,507,82834
29/06/2020,Northern Ireland,Pillar 2,1,856
29/06/2020,Scotland,Pillar 2,6,2432
29/06/2020,Wales,Pillar 2,17,810
29/06/2020,UK,Pillar 2,531,86932
30/06/2020,England,Pillar 1,135,161048
30/06/2020,Northern Ireland,Pillar 1,1,4878
30/06/2020,Scotland,Pillar 1,3,15833
30/06/2020,Wales,Pillar 1,13,15766
30/06/2020,UK,Pillar 1,152,197525
30/06/2020,England,Pillar 2,436,83270
30/06/2020,Northern Ireland,Pillar 2,1,857
30/06/2020,Scotland,Pillar 2,5,2437
30/06/2020,Wales,Pillar 2,22,832
30/06/2020,UK,Pillar 2,464,87396
01/07/2020,England,Pillar 1,172,161220
01/07/2020,Northern Ireland,Pillar 1,2,4880
01/07/2020,Scotland,Pillar 1,4,15837
01/07/2020,Wales,Pillar 1,9,15775
01/07/2020,UK,Pillar 1,187,197712
01/07/2020,England,Pillar 2,434,83704
01/07/2020,Northern Ireland,Pillar 2,5,862
01/07/2020,Scotland,Pillar 2,7,2444
01/07/2020,Wales,Pillar 2,18,850
01/07/2020,UK,Pillar 2,464,87860
02/07/2020,England,Pillar 1,162,161382
02/07/2020,Northern Ireland,Pillar 1,1,4881
02/07/2020,Scotland,Pillar 1,2,15839
02/07/2020,Wales,Pillar 1,12,15787
02/07/2020,UK,Pillar 1,177,197889
02/07/2020,England,Pillar 2,396,84100
02/07/2020,Northern Ireland,Pillar 2,3,865
02/07/2020,Scotland,Pillar 2,11,2455
02/07/2020,Wales,Pillar 2,16,866
02/07/2020,UK,Pillar 2,426,88286
03/07/2020,England,Pillar 1,163,161545
03/07/2020,Northern Ireland,Pillar 1,2,4883
03/07/2020,Scotland,Pillar 1,2,15841
03/07/2020,Wales,Pillar 1,11,15798
03/07/2020,UK,Pillar 1,178,198067
03/07/2020,England,Pillar 2,380,84480
03/07/2020,Northern Ireland,Pillar 2,4,869
03/07/2020,Scotland,Pillar 2,4,2459
03/07/2020,Wales,Pillar 2,8,874
03/07/2020,UK,Pillar 2,396,88682
04/07/2020,England,Pillar 1,88,161633
04/07/2020,Northern Ireland,Pillar 1,0,4883
04/07/2020,Scotland,Pillar 1,3,15844
04/07/2020,Wales,Pillar 1,5,15803
04/07/2020,UK,Pillar 1,96,198163
04/07/2020,England,Pillar 2,299,84779
04/07/2020,Northern Ireland,Pillar 2,1,870
04/07/2020,Scotland,Pillar 2,2,2461
04/07/2020,Wales,Pillar 2,4,878
04/07/2020,UK,Pillar 2,306,88988
05/07/2020,England,Pillar 1,91,161724
05/07/2020,Northern Ireland,Pillar 1,0,4883
05/07/2020,Scotland,Pillar 1,2,15846
05/07/2020,Wales,Pillar 1,9,15812
05/07/2020,UK,Pillar 1,102,198265
05/07/2020,England,Pillar 2,448,85227
05/07/2020,Northern Ireland,Pillar 2,0,870
05/07/2020,Scotland,Pillar 2,0,2461
05/07/2020,Wales,Pillar 2,3,881
05/07/2020,UK,Pillar 2,451,89439
06/07/2020,England,Pillar 1,160,161884
06/07/2020,Northern Ireland,Pillar 1,5,4888
06/07/2020,Scotland,Pillar 1,6,15852
06/07/2020,Wales,Pillar 1,13,15825
06/07/2020,UK,Pillar 1,184,198449
06/07/2020,England,Pillar 2,492,85719
06/07/2020,Northern Ireland,Pillar 2,2,872
06/07/2020,Scotland,Pillar 2,2,2463
06/07/2020,Wales,Pillar 2,22,903
06/07/2020,UK,Pillar 2,518,89957
07/07/2020,England,Pillar 1,119,162003
07/07/2020,Northern Ireland,Pillar 1,2,4890
07/07/2020,Scotland,Pillar 1,1,15853
07/07/2020,Wales,Pillar 1,13,15838
07/07/2020,UK,Pillar 1,135,198584
07/07/2020,England,Pillar 2,434,86153
07/07/2020,Northern Ireland,Pillar 2,2,874
07/07/2020,Scotland,Pillar 2,10,2473
07/07/2020,Wales,Pillar 2,15,918
07/07/2020,UK,Pillar 2,461,90418
08/07/2020,England,Pillar 1,157,162160
08/07/2020,Northern Ireland,Pillar 1,5,4895
08/07/2020,Scotland,Pillar 1,1,15854
08/07/2020,Wales,Pillar 1,11,15849
08/07/2020,UK,Pillar 1,174,198758
08/07/2020,England,Pillar 2,503,86656
08/07/2020,Northern Ireland,Pillar 2,0,874
08/07/2020,Scotland,Pillar 2,10,2483
08/07/2020,Wales,Pillar 2,3,921
08/07/2020,UK,Pillar 2,516,90934
09/07/2020,England,Pillar 1,194,162354
09/07/2020,Northern Ireland,Pillar 1,0,4895
09/07/2020,Scotland,Pillar 1,0,15854
09/07/2020,Wales,Pillar 1,15,15864
09/07/2020,UK,Pillar 1,209,198967
09/07/2020,England,Pillar 2,485,87141
09/07/2020,Northern Ireland,Pillar 2,4,878
09/07/2020,Scotland,Pillar 2,7,2490
09/07/2020,Wales,Pillar 2,7,928
09/07/2020,UK,Pillar 2,503,91437
10/07/2020,England,Pillar 1,113,162467
10/07/2020,Northern Ireland,Pillar 1,0,4895
10/07/2020,Scotland,Pillar 1,0,15854
10/07/2020,Wales,Pillar 1,17,15881
10/07/2020,UK,Pillar 1,130,199097
10/07/2020,England,Pillar 2,408,87549
10/07/2020,Northern Ireland,Pillar 2,3,881
10/07/2020,Scotland,Pillar 2,12,2502
10/07/2020,Wales,Pillar 2,12,940
10/07/2020,UK,Pillar 2,435,91872
11/07/2020,England,Pillar 1,84,162551
11/07/2020,Northern Ireland,Pillar 1,1,4896
11/07/2020,Scotland,Pillar 1,5,15859
11/07/2020,Wales,Pillar 1,9,15890
11/07/2020,UK,Pillar 1,99,199196
11/07/2020,England,Pillar 2,331,87880
11/07/2020,Northern Ireland,Pillar 2,4,885
11/07/2020,Scotland,Pillar 2,4,2506
11/07/2020,Wales,Pillar 2,3,943
11/07/2020,UK,Pillar 2,342,92214
12/07/2020,England,Pillar 1,59,162610
12/07/2020,Northern Ireland,Pillar 1,0,4896
12/07/2020,Scotland,Pillar 1,1,15860
12/07/2020,Wales,Pillar 1,8,15898
12/07/2020,UK,Pillar 1,68,199264
12/07/2020,England,Pillar 2,285,88165
12/07/2020,Northern Ireland,Pillar 2,4,889
12/07/2020,Scotland,Pillar 2,1,2507
12/07/2020,Wales,Pillar 2,2,945
12/07/2020,UK,Pillar 2,292,92506
13/07/2020,England,Pillar 1,146,162756
13/07/2020,Northern Ireland,Pillar 1,0,4896
13/07/2020,Scotland,Pillar 1,6,15866
13/07/2020,Wales,Pillar 1,17,15915
13/07/2020,UK,Pillar 1,169,199433
13/07/2020,England,Pillar 2,538,88703
13/07/2020,Northern Ireland,Pillar 2,3,892
13/07/2020,Scotland,Pillar 2,11,2518
13/07/2020,Wales,Pillar 2,7,952
13/07/2020,UK,Pillar 2,559,93065
14/07/2020,England,Pillar 1,129,162885
14/07/2020,Northern Ireland,Pillar 1,1,4897
14/07/2020,Scotland,Pillar 1,1,15867
14/07/2020,Wales,Pillar 1,13,15928
14/07/2020,UK,Pillar 1,144,199577
14/07/2020,England,Pillar 2,512,89215
14/07/2020,Northern Ireland,Pillar 2,9,901
14/07/2020,Scotland,Pillar 2,9,2527
14/07/2020,Wales,Pillar 2,10,962
14/07/2020,UK,Pillar 2,540,93605
15/07/2020,England,Pillar 1,162,163047
15/07/2020,Northern Ireland,Pillar 1,0,4897
15/07/2020,Scotland,Pillar 1,1,15868
15/07/2020,Wales,Pillar 1,15,15943
15/07/2020,UK,Pillar 1,178,199755
15/07/2020,England,Pillar 2,558,89773
15/07/2020,Northern Ireland,Pillar 2,17,918
15/07/2020,Scotland,Pillar 2,15,2542
15/07/2020,Wales,Pillar 2,3,965
15/07/2020,UK,Pillar 2,593,94198
16/07/2020,England,Pillar 1,106,163153
16/07/2020,Northern Ireland,Pillar 1,3,4900
16/07/2020,Scotland,Pillar 1,1,15869
16/07/2020,Wales,Pillar 1,12,15955
16/07/2020,UK,Pillar 1,122,199877
16/07/2020,England,Pillar 2,524,90297
16/07/2020,Northern Ireland,Pillar 2,20,938
16/07/2020,Scotland,Pillar 2,20,2562
16/07/2020,Wales,Pillar 2,13,978
16/07/2020,UK,Pillar 2,577,94775
17/07/2020,England,Pillar 1,78,163231
17/07/2020,Northern Ireland,Pillar 1,0,4900
17/07/2020,Scotland,Pillar 1,3,15872
17/07/2020,Wales,Pillar 1,10,15965
17/07/2020,UK,Pillar 1,91,199968
17/07/2020,England,Pillar 2,452,90749
17/07/2020,Northern Ireland,Pillar 2,9,947
17/07/2020,Scotland,Pillar 2,5,2567
17/07/2020,Wales,Pillar 2,7,985
17/07/2020,UK,Pillar 2,473,95248
18/07/2020,England,Pillar 1,44,163275
18/07/2020,Northern Ireland,Pillar 1,1,4901
18/07/2020,Scotland,Pillar 1,2,15874
18/07/2020,Wales,Pillar 1,9,15974
18/07/2020,UK,Pillar 1,56,200024
18/07/2020,England,Pillar 2,411,91160
18/07/2020,Northern Ireland,Pillar 2,6,953
18/07/2020,Scotland,Pillar 2,11,2578
18/07/2020,Wales,Pillar 2,2,987
18/07/2020,UK,Pillar 2,430,95678
19/07/2020,England,Pillar 1,54,163329
19/07/2020,Northern Ireland,Pillar 1,0,4901
19/07/2020,Scotland,Pillar 1,3,15877
19/07/2020,Wales,Pillar 1,8,15982
19/07/2020,UK,Pillar 1,65,200089
19/07/2020,England,Pillar 2,313,91473
19/07/2020,Northern Ireland,Pillar 2,2,955
19/07/2020,Scotland,Pillar 2,14,2592
19/07/2020,Wales,Pillar 2,2,989
19/07/2020,UK,Pillar 2,331,96009
20/07/2020,England,Pillar 1,110,163439
20/07/2020,Northern Ireland,Pillar 1,2,4903
20/07/2020,Scotland,Pillar 1,0,15877
20/07/2020,Wales,Pillar 1,32,16014
20/07/2020,UK,Pillar 1,144,200233
20/07/2020,England,Pillar 2,526,91999
20/07/2020,Northern Ireland,Pillar 2,2,957
20/07/2020,Scotland,Pillar 2,13,2605
20/07/2020,Wales,Pillar 2,11,1000
20/07/2020,UK,Pillar 2,552,96561
21/07/2020,England,Pillar 1,64,163503
21/07/2020,Northern Ireland,Pillar 1,5,4908
21/07/2020,Scotland,Pillar 1,1,15878
21/07/2020,Wales,Pillar 1,27,16041
21/07/2020,UK,Pillar 1,97,200330
21/07/2020,England,Pillar 2,458,92457
21/07/2020,Northern Ireland,Pillar 2,6,963
21/07/2020,Scotland,Pillar 2,17,2622
21/07/2020,Wales,Pillar 2,26,1026
21/07/2020,UK,Pillar 2,507,97068
22/07/2020,England,Pillar 1,53,163556
22/07/2020,Northern Ireland,Pillar 1,3,4911
22/07/2020,Scotland,Pillar 1,2,15880
22/07/2020,Wales,Pillar 1,8,16049
22/07/2020,UK,Pillar 1,66,200396
22/07/2020,England,Pillar 2,384,92841
22/07/2020,Northern Ireland,Pillar 2,5,968
22/07/2020,Scotland,Pillar 2,13,2635
22/07/2020,Wales,Pillar 2,0,1026
22/07/2020,UK,Pillar 2,402,97470
23/07/2020,England,Pillar 1,11,163567
23/07/2020,Northern Ireland,Pillar 1,3,4914
23/07/2020,Scotland,Pillar 1,0,15880
23/07/2020,Wales,Pillar 1,0,16049
23/07/2020,UK,Pillar 1,14,200410
23/07/2020,England,Pillar 2,20,92861
23/07/2020,Northern Ireland,Pillar 2,9,977
23/07/2020,Scotland,Pillar 2,5,2640
23/07/2020,Wales,Pillar 2,0,1026
23/07/2020,UK,Pillar 2,34,97504
